group,label,hardness,p,epsilon,tau0,velocity,log_file,nonfinite_output,Fmax_N,t_peak_s,peak_position_ratio,contact_span_s,contact_duration_s,half_max_duration_s,rise_time_s,fall_time_s,rise_fall_ratio,impulse_Ns,loading_impulse_fraction,unloading_impulse_fraction,force_centroid_ratio,sample_count,max_rise_slope,max_fall_slope,contact_event_count,error
a1_effective_hardness_speed,a1_effective_k_20,20,2.4,0.51,0.0004,4.0,103_a1_effective_hardness_speed_a1_effective_k_20_v4.txt,False,63.0841,0.000748299,0.36904809717347375,0.0019047584999999998,0.00179138,0.0009523819999999999,0.0007029475,0.001201811,0.5849068613950115,0.06485393993325478,0.36214593849003296,0.6378540615099668,0.4715211709622623,85,153898.39477862028,-63324.51499118204,1,
a1_effective_hardness_speed,a1_effective_k_20,20,2.4,0.51,0.0004,6.0,104_a1_effective_hardness_speed_a1_effective_k_20_v6.txt,False,103.427,0.000612245,0.301204486399019,0.0018820885,0.001791386,0.000839,0.0005668935,0.0013151950000000001,0.431033801071324,0.09621355414932205,0.32339501298987505,0.676604987010125,0.4254740191626548,84,308674.75192943786,-114588.11077791483,1,
a1_effective_hardness_speed,a1_effective_k_40,40,2.4,0.51,0.0004,0.5,105_a1_effective_hardness_speed_a1_effective_k_40_v0.5.txt,False,5.22473,0.00151927,0.7142848142841601,0.0020634884999999998,0.0018140549999999997,0.0013151889999999998,0.0014739185,0.0005895699999999998,2.4999889750156905,0.006667840168504753,0.5724806234461306,0.4275193765538693,0.6534286712447633,92,5898.306579643675,-2559.0828924162092,1,
a1_effective_hardness_speed,a1_effective_k_40,40,2.4,0.51,0.0004,1.0,106_a1_effective_hardness_speed_a1_effective_k_40_v1.txt,False,12.662,0.00111111,0.5340893629741587,0.0019954685,0.001814063,0.001337871,0.0010657585,0.00092971,1.1463343408159532,0.015726817735623785,0.43563345509211776,0.5643665449078823,0.5784139671345256,89,20003.087100330766,-9894.13321570354,1,
a1_effective_hardness_speed,a1_effective_k_40,40,2.4,0.51,0.0004,2.0,107_a1_effective_hardness_speed_a1_effective_k_40_v2.txt,False,30.1306,0.000816327,0.40476286101361414,0.0019047584999999998,0.00179138,0.0010204110000000001,0.0007709755000000001,0.0011337829999999998,0.6800026989291604,0.03239332660109363,0.3756988331103591,0.6243011668896408,0.4977459382278452,85,66778.39029768472,-28708.112874779566,1,
a1_effective_hardness_speed,a1_effective_k_40,40,2.4,0.51,0.0004,4.0,108_a1_effective_hardness_speed_a1_effective_k_40_v4.txt,False,70.242,0.000589569,0.2891561687986511,0.0018820885,0.001791386,0.00079365,0.0005442175,0.001337871,0.406778755201361,0.06396465011922095,0.31944177852902805,0.680558221470972,0.41538192505568683,84,219527.2534838597,-79497.2436604189,1,
a1_effective_hardness_speed,a1_effective_k_40,40,2.4,0.51,0.0004,6.0,109_a1_effective_hardness_speed_a1_effective_k_40_v6.txt,False,113.981,0.00047619,0.23170728755945774,0.0018594084999999998,0.0017913809999999999,0.000725624,0.00043083849999999996,0.0014285699999999999,0.3015872515872516,0.09442647216097241,0.2764571259696161,0.7235428740303836,0.3779724689671316,83,437727.1123654963,-140930.54024255785,1,
a1_effective_hardness_speed,a1_effective_k_60,60,2.4,0.51,0.0004,0.5,110_a1_effective_hardness_speed_a1_effective_k_60_v0.5.txt,False,5.67249,0.00133787,0.6333333904999391,0.0020408185,0.001836737,0.001383222,0.0012925184999999998,0.0007483000000000001,1.7272731524789517,0.007320472354985231,0.5031719006324505,0.4968280993675494,0.6237225207975489,91,7364.614570470991,-3812.0864578738915,1,
a1_effective_hardness_speed,a1_effective_k_60,60,2.4,0.51,0.0004,1.0,111_a1_effective_hardness_speed_a1_effective_k_60_v1.txt,False,13.6493,0.000975057,0.47674552467208875,0.0019501085,0.0017913780000000002,0.0012018139999999998,0.0009297055,0.001020403,0.9111160002469613,0.01604830321714231,0.4058209635231466,0.5941790364768531,0.5456994811508741,87,24827.57100017633,-11624.614027348878,1,
a1_effective_hardness_speed,a1_effective_k_60,60,2.4,0.51,0.0004,2.0,112_a1_effective_hardness_speed_a1_effective_k_60_v2.txt,False,32.2105,0.000702948,0.34939722547584773,0.0018820885,0.001791386,0.0009297079999999999,0.0006575965,0.0012244920000000002,0.5370361750015517,0.032290002033862425,0.3417068781411471,0.6582931218588528,0.46351943211670643,84,82316.10513318042,-33086.419753086426,1,
a1_effective_hardness_speed,a1_effective_k_60,60,2.4,0.51,0.0004,4.0,113_a1_effective_hardness_speed_a1_effective_k_60_v4.txt,False,74.3742,0.000521542,0.25609783971623234,0.0018594084999999998,0.0017913809999999999,0.000748301,0.00047619049999999993,0.0013832179999999999,0.3442627987779222,0.06320556004329946,0.3066350921006366,0.6933649078993632,0.3889056631627151,83,268243.9583700829,-89733.6390897867,1,
a1_effective_hardness_speed,a1_effective_k_60,60,2.4,0.51,0.0004,6.0,114_a1_effective_hardness_speed_a1_effective_k_60_v6.txt,False,120.159,0.000430839,0.20987609286787423,0.0018367385,0.0017913871000000002,0.000657597,0.0003854875,0.0014512510000000002,0.26562427863960125,0.09335473346817534,0.27626194179663416,0.7237380582033659,0.35678521634459853,82,532613.0099228219,-157212.78941565627,1,
a1_effective_hardness_speed,a1_effective_k_80,80,2.4,0.51,0.0004,0.5,115_a1_effective_hardness_speed_a1_effective_k_80_v0.5.txt,False,6.00258,0.00122449,0.5842703560731833,0.0020181385,0.001836733,0.0014285689999999998,0.0011791384999999999,0.0008389999999999999,1.4054094159713946,0.007642467263349566,0.47061809971341634,0.5293819002865836,0.6012079046927243,90,8611.748103721988,-4412.880458756056,1,
a1_effective_hardness_speed,a1_effective_k_80,80,2.4,0.51,0.0004,1.0,116_a1_effective_hardness_speed_a1_effective_k_80_v1.txt,False,14.367,0.000884354,0.4352940444014167,0.0019274384999999998,0.0017913839999999998,0.001111115,0.0008390025,0.001088436,0.7708331036459655,0.01617274217594191,0.38372539004075684,0.616274609959243,0.521009999767299,86,28890.01587581588,-12967.372134038831,1,
a1_effective_hardness_speed,a1_effective_k_80,80,2.4,0.51,0.0004,2.0,117_a1_effective_hardness_speed_a1_effective_k_80_v2.txt,False,33.6839,0.000634921,0.3132528039993869,0.0018820885,0.001791386,0.000861674,0.0005895695,0.0012925190000000002,0.45613990974213914,0.032166437627997944,0.3219957538189658,0.678004246181034,0.43816044104197016,84,95259.09592061744,-36392.50275633936,1,
a1_effective_hardness_speed,a1_effective_k_80,80,2.4,0.51,0.0004,4.0,118_a1_effective_hardness_speed_a1_effective_k_80_v4.txt,False,77.2762,0.00047619,0.23170728755945774,0.0018594084999999998,0.0017913809999999999,0.0007029479999999999,0.00043083849999999996,0.0014285699999999999,0.3015872515872516,0.06275560853503388,0.2943532357967904,0.7056467642032099,0.36995767478968916,83,309556.78059536894,-97279.0615628858,1,
a1_effective_hardness_speed,a1_effective_k_80,80,2.4,0.51,0.0004,6.0,119_a1_effective_hardness_speed_a1_effective_k_80_v6.txt,False,124.434,0.000385488,0.1851850440332143,0.0018367385,0.0017460270999999999,0.0006122450000000001,0.0003401365,0.001496602,0.22727251466989887,0.09276061050073779,0.25337829365893255,0.7466217063410676,0.34152985139106035,82,615637.678602929,-168843.71141294742,1,
a1_effective_hardness_speed,a1_effective_k_100,100,2.4,0.51,0.0004,0.5,120_a1_effective_hardness_speed_a1_effective_k_100_v0.5.txt,False,6.26623,0.00113379,0.545455114926645,0.0019954685,0.001814063,0.0013605409999999998,0.0010884385,0.0009070300000000001,1.200002756248415,0.007813278531399452,0.4438037375813826,0.5561962624186174,0.5835159704093371,89,9711.58934556358,-4836.419753086449,1,
a1_effective_hardness_speed,a1_effective_k_100,100,2.4,0.51,0.0004,1.0,121_a1_effective_hardness_speed_a1_effective_k_100_v1.txt,False,14.9296,0.000816327,0.4000000518823299,0.0019274384999999998,0.00181406,0.001043081,0.0007709755000000001,0.001156463,0.6666668107842622,0.016256891576981167,0.36400560021635103,0.635994399783649,0.49928561334702176,86,32427.34288864389,-14078.483245149939,1,
a1_effective_hardness_speed,a1_effective_k_100,100,2.4,0.51,0.0004,2.0,122_a1_effective_hardness_speed_a1_effective_k_100_v2.txt,False,34.832,0.000589569,0.2891561687986511,0.0018820885,0.001791386,0.00081633,0.0005442175,0.001337871,0.406778755201361,0.03202154008693128,0.3106268831582769,0.6893731168417232,0.41968821722018845,84,106672.2526018698,-39063.32686540848,1,
a1_effective_hardness_speed,a1_effective_k_100,100,2.4,0.51,0.0004,4.0,123_a1_effective_hardness_speed_a1_effective_k_100_v4.txt,False,79.5486,0.000430839,0.20987609286787423,0.0018367385,0.0017913871000000002,0.000657597,0.0003854875,0.0014512510000000002,0.26562427863960125,0.062318277482115304,0.2687129908552295,0.7312870091447704,0.360017514922937,82,346438.80926130095,-103219.2626565529,1,
a1_effective_hardness_speed,a1_effective_k_100,100,2.4,0.51,0.0004,6.0,124_a1_effective_hardness_speed_a1_effective_k_100_v6.txt,False,127.666,0.000362812,0.17283924739422624,0.0018367385,0.0017233571,0.000612245,0.0003174605,0.0015192780000000002,0.2089548456569502,0.09233474384782125,0.24913003877157605,0.7508699612284238,0.3309014456961357,82,689222.0850238133,-178235.9426681367,1,
a1_effective_hardness_speed,a1_effective_k_150,150,2.4,0.51,0.0004,0.5,125_a1_effective_hardness_speed_a1_effective_k_150_v0.5.txt,False,6.75711,0.000997732,0.48837308283103226,0.0019501085,0.0017913780000000002,0.001201818,0.0009523805000000001,0.000997728,0.9545492358638829,0.007995618311237436,0.4147873691689722,0.5852126308310276,0.550984394382945,87,12058.123125771699,-5688.271604938283,1,
a1_effective_hardness_speed,a1_effective_k_150,150,2.4,0.51,0.0004,1.0,126_a1_effective_hardness_speed_a1_effective_k_150_v1.txt,False,15.9653,0.000725624,0.3571437008943654,0.0019047584999999998,0.00179138,0.0009297019999999999,0.0006802725000000001,0.0012244859999999999,0.5555575972285515,0.016206128612727865,0.3533651110037645,0.6466348889962356,0.46469282495849595,85,40037.04357029458,-16246.140273489158,1,
a1_effective_hardness_speed,a1_effective_k_150,150,2.4,0.51,0.0004,2.0,127_a1_effective_hardness_speed_a1_effective_k_150_v2.txt,False,36.9227,0.000521542,0.25609783971623234,0.0018594084999999998,0.0017913809999999999,0.000748301,0.00047619049999999993,0.0013832179999999999,0.3442627987779222,0.031645132452053484,0.298435342476838,0.701564657523162,0.39269889546615966,83,130768.21308872839,-44147.997883224576,1,
a1_effective_hardness_speed,a1_effective_k_150,150,2.4,0.51,0.0004,4.0,128_a1_effective_hardness_speed_a1_effective_k_150_v4.txt,False,83.5214,0.000385488,0.1851850440332143,0.0018367385,0.0017460270999999999,0.0006122450000000001,0.0003401365,0.001496602,0.22727251466989887,0.061760733071410605,0.2608162683583362,0.7391837316416637,0.3385257900431253,82,421057.5057329337,-114389.66307990781,1,
a1_effective_hardness_speed,a1_effective_k_150,150,2.4,0.51,0.0004,6.0,129_a1_effective_hardness_speed_a1_effective_k_150_v6.txt,False,133.415,0.00031746,0.14814765411625005,0.0018367385,0.0016780071,0.0005668940000000001,0.00027210849999999997,0.00156463,0.17391236266721205,0.09164322133425051,0.22949991428160335,0.7705000857183965,0.3140122112721,82,841180.1023108136,-195140.2363732574,1,
a1_effective_hardness_speed,a1_effective_k_200,200,2.4,0.51,0.0004,0.5,130_a1_effective_hardness_speed_a1_effective_k_200_v0.5.txt,False,7.11482,0.000907029,0.44705836269224675,0.0019274384999999998,0.0017913839999999998,0.00111111,0.0008616775,0.001065761,0.8085091310340686,0.008070512270681757,0.3935781528095527,0.6064218471904469,0.526308815054224,86,14036.426177456357,-6354.212615791789,1,
a1_effective_hardness_speed,a1_effective_k_200,200,2.4,0.51,0.0004,1.0,131_a1_effective_hardness_speed_a1_effective_k_200_v1.txt,False,16.707,0.000657596,0.32530059027511193,0.0018820885,0.001791386,0.000884354,0.0006122445,0.001269844,0.48214150714575965,0.016098102051848216,0.3363900465879143,0.663609953412086,0.4428054846445113,84,46331.80455106716,-17883.131201763976,1,
a1_effective_hardness_speed,a1_effective_k_200,200,2.4,0.51,0.0004,2.0,132_a1_effective_hardness_speed_a1_effective_k_200_v2.txt,False,38.3851,0.00047619,0.23170728755945774,0.0018594084999999998,0.0017913809999999999,0.0007029479999999999,0.00043083849999999996,0.0014285699999999999,0.3015872515872516,0.0314197538188354,0.2866404842846481,0.713359515715352,0.3733665048818789,83,150807.0206385606,-47887.63450343984,1,
a1_effective_hardness_speed,a1_effective_k_200,200,2.4,0.51,0.0004,4.0,133_a1_effective_hardness_speed_a1_effective_k_200_v4.txt,False,86.3067,0.000340136,0.16049345075523813,0.0018367385,0.0017006770999999999,0.0005895690000000001,0.0002947845,0.0015419540000000001,0.1911759365065365,0.06140625590072175,0.23179968258746173,0.7682003174125382,0.32535447105638965,82,488018.1689892397,-122314.34115364202,1,
a1_effective_hardness_speed,a1_effective_k_200,200,2.4,0.51,0.0004,6.0,134_a1_effective_hardness_speed_a1_effective_k_200_v6.txt,False,137.183,0.000294785,0.13580240192057821,0.0018367385,0.0016553327999999999,0.0005215420000000001,0.0002494335,0.0015873050000000002,0.15714276714305062,0.09121461406517449,0.22489022550341978,0.7751097744965803,0.3037136138230508,82,957007.4087140594,-207267.59569588982,1,
a1_effective_hardness_speed,a1_effective_k_300,300,2.4,0.51,0.0004,0.5,135_a1_effective_hardness_speed_a1_effective_k_300_v0.5.txt,False,7.62795,0.000793651,0.39285793973356736,0.0019047584999999998,0.00179138,0.001020407,0.0007482995000000001,0.0011564589999999999,0.6470609853008192,0.008104485544527721,0.36823355984486883,0.6317664401551313,0.49064958500820427,85,17339.360529217203,-7374.944861049826,1,
a1_effective_hardness_speed,a1_effective_k_300,300,2.4,0.51,0.0004,1.0,136_a1_effective_hardness_speed_a1_effective_k_300_v1.txt,False,17.7478,0.000566893,0.28048785406757043,0.0018594084999999998,0.0017913809999999999,0.000816325,0.0005215415,0.001337867,0.3898306034904815,0.015927669707270532,0.30702391836316784,0.6929760816368319,0.41326874414511555,83,56944.78744046568,-20329.864173575686,1,
a1_effective_hardness_speed,a1_effective_k_300,300,2.4,0.51,0.0004,2.0,137_a1_effective_hardness_speed_a1_effective_k_300_v2.txt,False,40.3938,0.000408163,0.19753029622888615,0.0018367385,0.0017913871000000002,0.0006349210000000001,0.0003628115,0.001473927,0.2461529641562981,0.031067647690370497,0.2562440226537654,0.7437559773462344,0.35282938014728066,82,184485.7999647205,-53325.101428823364,1,
a1_effective_hardness_speed,a1_effective_k_300,300,2.4,0.51,0.0004,4.0,138_a1_effective_hardness_speed_a1_effective_k_300_v4.txt,False,90.0892,0.000294785,0.13580240192057821,0.0018367385,0.0016780028,0.000544218,0.0002494335,0.0015873050000000002,0.15714276714305062,0.060966778138151045,0.2090085498560593,0.7909914501439407,0.30935985811028976,82,596595.5194919745,-133715.5457552369,1,
a1_effective_hardness_speed,a1_effective_k_300,300,2.4,0.51,0.0004,6.0,139_a1_effective_hardness_speed_a1_effective_k_300_v6.txt,False,142.83,0.000249433,0.11249995521092623,0.0018140584999999999,0.0016326528,0.000498867,0.0002040815,0.0016099769999999998,0.12676050651655274,0.09057710850412251,0.1922296975783902,0.8077703024216095,0.2940012075828284,81,1182041.8963616316,-224907.3910742638,1,
a1_p_speed,a1_p_2,400.0,2.0,0.51,0.0004,1.0,140_a1_p_speed_a1_p_2_v1.txt,False,19.0101,0.000453515,0.22222188950686228,0.0018367385,0.0017913871000000002,0.000725623,0.00040816349999999997,0.001428575,0.28571373571566067,0.015729420767773502,0.29717611529888277,0.7028238847011171,0.36092097857150485,82,76958.89927676844,-23271.30005291935,1,
a1_p_speed,a1_p_2,400.0,2.0,0.51,0.0004,2.0,141_a1_p_speed_a1_p_2_v2.txt,False,42.0926,0.000340136,0.16049345075523813,0.0018367385,0.0017006827999999999,0.000612245,0.0002947845,0.0015419540000000001,0.1911759365065365,0.030817278816192353,0.2463917902982624,0.7536082097017375,0.31965873126822486,82,230750.57329335003,-57593.93191038969,1,
a1_p_speed,a1_p_2,400.0,2.0,0.51,0.0004,4.0,142_a1_p_speed_a1_p_2_v4.txt,False,91.731,0.000249433,0.11249995521092623,0.0018140584999999999,0.0016326528,0.000521542,0.0002040815,0.0016099769999999998,0.12676050651655274,0.060625121346657,0.19128301074066983,0.8087169892593301,0.2938276491613704,81,690052.5222591184,-138101.9580172872,1,
a1_p_speed,a1_p_2.4,400.0,2.4,0.51,0.0004,1.0,143_a1_p_speed_a1_p_2.4_v1.txt,False,18.4883,0.000521542,0.25609783971623234,0.0018594084999999998,0.0017913809999999999,0.000748301,0.00047619049999999993,0.0013832179999999999,0.3442627987779222,0.015818496467163542,0.30001464945893924,0.6999853505410605,0.39196259441825426,83,65694.56694302356,-22137.943199858822,1,
a1_p_speed,a1_p_2.4,400.0,2.4,0.51,0.0004,2.0,144_a1_p_speed_a1_p_2.4_v2.txt,False,41.8041,0.000385488,0.1851850440332143,0.0018367385,0.0017460270999999999,0.0006122450000000001,0.0003401365,0.001496602,0.22727251466989887,0.030873636140435298,0.26208454594656033,0.7379154540534397,0.3380198298957212,82,211448.22720056432,-57333.74492855882,1,
a1_p_speed,a1_p_2.4,400.0,2.4,0.51,0.0004,4.0,145_a1_p_speed_a1_p_2.4_v4.txt,False,92.7472,0.000272109,0.12345660528159015,0.0018367385,0.0016553327999999999,0.0004988659999999999,0.00022675749999999996,0.0016099810000000001,0.14084482984581803,0.06069512096310049,0.20239169649021135,0.7976083035097886,0.2996125173422077,82,683722.160970231,-141898.92397248157,1,
a1_p_speed,a1_p_2.8,400.0,2.8,0.51,0.0004,1.0,146_a1_p_speed_a1_p_2.8_v1.txt,False,18.2344,0.000589569,0.2891561687986511,0.0018820885,0.0017687100000000002,0.000748304,0.0005442175,0.001337871,0.406778755201361,0.01583453217112278,0.3130562398814013,0.6869437601185987,0.41673820521877863,84,60500.55126791623,-21683.718468865743,1,
a1_p_speed,a1_p_2.8,400.0,2.8,0.51,0.0004,2.0,147_a1_p_speed_a1_p_2.8_v2.txt,False,41.902,0.000408163,0.1951219971297324,0.0018594084999999998,0.0017913809999999999,0.000612245,0.0003628115,0.001496597,0.24242431329208866,0.030896903785760096,0.25476482188121136,0.7452351781187887,0.3493715178427368,83,207757.44211686868,-57902.628329511455,1,
a1_p_speed,a1_p_2.8,400.0,2.8,0.51,0.0004,4.0,148_a1_p_speed_a1_p_2.8_v4.txt,False,93.7633,0.000272109,0.12345660528159015,0.0018367385,0.0016553270999999999,0.0004988659999999999,0.00022675749999999996,0.0016099810000000001,0.14084482984581803,0.0606183443941938,0.18409761438012326,0.8159023856198765,0.30615721470286456,82,707677.7209384376,-146132.4748632914,1,
a1_p_speed,a1_p_3.2,400.0,3.2,0.51,0.0004,1.0,149_a1_p_speed_a1_p_3.2_v1.txt,False,18.151,0.000634921,0.30952454077511665,0.0019047584999999998,0.0017687039999999998,0.000748302,0.0005895695,0.001315189,0.44827739587238036,0.01581374521417559,0.3088680741199245,0.6911319258800754,0.4365502580648732,85,58336.12630093487,-21604.339389663088,1,
a1_p_speed,a1_p_3.2,400.0,3.2,0.51,0.0004,2.0,150_a1_p_speed_a1_p_3.2_v2.txt,False,42.1664,0.000430839,0.2073172732081197,0.0018594084999999998,0.0017687059999999999,0.000612245,0.0003854875,0.001473921,0.26153877989390206,0.030834415946793963,0.25425989786289865,0.7457401021371014,0.3611368632676357,83,207942.31786911256,-58877.22702416668,1,
a1_p_speed,a1_p_3.2,400.0,3.2,0.51,0.0004,4.0,151_a1_p_speed_a1_p_3.2_v4.txt,False,94.9943,0.000294785,0.13580240192057821,0.0018367385,0.0016553270999999999,0.00047619,0.0002494335,0.0015873050000000002,0.15714276714305062,0.0605106253556502,0.20468495824665423,0.7953150417533458,0.3112784358526694,82,737599.223849003,-150401.3053448579,1,
a1_p_speed,a1_p_3.5,400.0,3.5,0.51,0.0004,1.0,152_a1_p_speed_a1_p_3.5_v1.txt,False,18.1509,0.000680272,0.32941154802085776,0.0019274384999999998,0.001768708,0.000770977,0.0006349205,0.0012925179999999999,0.49122758831985325,0.01579689601749116,0.3235616466571466,0.6764383533428535,0.44784939369625437,86,57555.01653803746,-21710.17816193332,1,
a1_p_speed,a1_p_3.5,400.0,3.5,0.51,0.0004,2.0,153_a1_p_speed_a1_p_3.5_v2.txt,False,42.3824,0.000453515,0.21686732584572935,0.0018820885,0.0017687100000000002,0.0005895690000000001,0.00040816349999999997,0.001473925,0.2769228420713401,0.03082684471981152,0.2646859948714662,0.7353140051285338,0.3652103787457523,84,211717.234080085,-59882.69536073382,1,
a1_p_speed,a1_p_3.5,400.0,3.5,0.51,0.0004,4.0,154_a1_p_speed_a1_p_3.5_v4.txt,False,96.0104,0.000294785,0.13414669234866894,0.0018594084999999998,0.001655331,0.00047619,0.0002494335,0.001609975,0.15493004549760087,0.06050683355905656,0.19523103143014225,0.8047689685698578,0.3115522800995372,83,771154.5246075141,-153980.15435501665,1,
a1_p_speed,a1_p_4,400.0,4.0,0.51,0.0004,1.0,155_a1_p_speed_a1_p_4_v1.txt,False,18.2514,0.000725624,0.34482789209284226,0.0019727885,0.0017687069999999998,0.0007709749999999999,0.0006802725000000001,0.0012925159999999998,0.5263165020781175,0.015776482816539553,0.3210417789495937,0.6789582210504064,0.4614536288279095,88,58022.93274531427,-22059.536934950265,1,
a1_p_speed,a1_p_4,400.0,4.0,0.51,0.0004,2.0,156_a1_p_speed_a1_p_4_v2.txt,False,42.9458,0.000453515,0.21428622053661922,0.0019047584999999998,0.0017687039999999998,0.000589569,0.00040816349999999997,0.0014965949999999999,0.27272809277058924,0.03077215609682532,0.23533251239494463,0.7646674876050553,0.37212379326801565,85,219267.06650202852,-61602.57541012531,1,
a1_p_speed,a1_p_4,400.0,4.0,0.51,0.0004,4.0,157_a1_p_speed_a1_p_4_v4.txt,False,97.6186,0.000294785,0.13414669234866894,0.0018594084999999998,0.001655331,0.000453514,0.0002494335,0.001609975,0.15493004549760087,0.06036029129755947,0.18235313769939532,0.8176468623006049,0.31580995609092505,83,822596.5778796974,-159717.75082690193,1,
a1_equivalent_speed,a1_equiv_0.51,400.0,2.4,0.51,0.0004,0.5,158_a1_equivalent_speed_a1_equiv_0.51_v0.5.txt,False,7.99509,0.000725624,0.3571437008943654,0.0019047584999999998,0.00179138,0.0009297019999999999,0.0006802725000000001,0.0012244859999999999,0.5555575972285515,0.008102378577947789,0.35524037347398507,0.6447596265260147,0.46373946950104483,85,20127.447521608738,-8147.772386413751,1,
a1_equivalent_speed,a1_equiv_0.51,400.0,2.4,0.51,0.0004,1.0,159_a1_equivalent_speed_a1_equiv_0.51_v1.txt,False,18.4883,0.000521542,0.25609783971623234,0.0018594084999999998,0.0017913809999999999,0.000748301,0.00047619049999999993,0.0013832179999999999,0.3442627987779222,0.015818496467163542,0.30001464945893924,0.6999853505410605,0.39196259441825426,83,65694.56694302356,-22137.943199858822,1,
a1_equivalent_speed,a1_equiv_0.51,400.0,2.4,0.51,0.0004,2.0,160_a1_equivalent_speed_a1_equiv_0.51_v2.txt,False,41.8041,0.000385488,0.1851850440332143,0.0018367385,0.0017460270999999999,0.0006122450000000001,0.0003401365,0.001496602,0.22727251466989887,0.030873636140435298,0.26208454594656033,0.7379154540534397,0.3380198298957212,82,211448.22720056432,-57333.74492855882,1,
a1_equivalent_speed,a1_equiv_0.51,400.0,2.4,0.51,0.0004,4.0,161_a1_equivalent_speed_a1_equiv_0.51_v4.txt,False,92.7472,0.000272109,0.12345660528159015,0.0018367385,0.0016553327999999999,0.0004988659999999999,0.00022675749999999996,0.0016099810000000001,0.14084482984581803,0.06069512096310049,0.20239169649021135,0.7976083035097886,0.2996125173422077,82,683722.160970231,-141898.92397248157,1,
a1_equivalent_speed,a1_equiv_0.51,400.0,2.4,0.51,0.0004,6.0,162_a1_equivalent_speed_a1_equiv_0.51_v6.txt,False,146.537,0.000226757,0.09999980706245142,0.0018140584999999999,0.0016099728,0.00045351499999999993,0.0001814055,0.001632653,0.11111087291665774,0.090254624957459,0.179431796500647,0.8205682034993528,0.2863152823722741,81,1349156.160009878,-236902.45193155747,1,
a1_equivalent_speed,a1_equiv_0.7,653.3333333333333,2.4,0.7,0.0002448979591836735,0.5,163_a1_equivalent_speed_a1_equiv_0.7_v0.5.txt,False,7.68841,0.000634921,0.3170736823027323,0.0018594084999999998,0.0017687059999999999,0.0009297099999999999,0.0005895695,0.001269839,0.46428681116267495,0.007780166558882114,0.32129900362136854,0.6787009963786316,0.45186489749240183,83,22547.18645263713,-7328.893984829785,1,
a1_equivalent_speed,a1_equiv_0.7,653.3333333333333,2.4,0.7,0.0002448979591836735,1.0,164_a1_equivalent_speed_a1_equiv_0.7_v1.txt,False,17.9777,0.000453515,0.22222188950686228,0.0018367385,0.0017913871000000002,0.0007482999999999999,0.00040816349999999997,0.001428575,0.28571373571566067,0.015453124144574212,0.26735079709010157,0.7326492029098983,0.38524154341909866,82,75844.321940463,-20426.883048156655,1,
a1_equivalent_speed,a1_equiv_0.7,653.3333333333333,2.4,0.7,0.0002448979591836735,2.0,165_a1_equivalent_speed_a1_equiv_0.7_v2.txt,False,41.0748,0.00031746,0.14814765411625005,0.0018367385,0.0017913871000000002,0.0005895690000000001,0.00027210849999999997,0.00156463,0.17391236266721205,0.030520969626739097,0.20889341979992265,0.7911065802000775,0.33372803838800247,82,251666.96066325653,-54127.7121185394,1,
a1_equivalent_speed,a1_equiv_0.7,653.3333333333333,2.4,0.7,0.0002448979591836735,4.0,166_a1_equivalent_speed_a1_equiv_0.7_v4.txt,False,91.8418,0.000226757,0.09999980706245142,0.0018140584999999999,0.0017233527999999999,0.000498867,0.0001814055,0.001632653,0.11111087291665774,0.0602310169162555,0.16517721528740226,0.8348227847125977,0.3007468211445721,81,815858.9880976003,-136589.34556359096,1,
a1_equivalent_speed,a1_equiv_0.7,653.3333333333333,2.4,0.7,0.0002448979591836735,6.0,167_a1_equivalent_speed_a1_equiv_0.7_v6.txt,False,145.647,0.000181406,0.07500006201564062,0.0018140584999999999,0.0016553327999999999,0.00045351399999999997,0.0001360545,0.0016780039999999999,0.08108115356101654,0.08983480915150902,0.1337558478545191,0.8662441521454807,0.2854153766392076,81,1639814.6065681486,-230375.7276415594,1,
a1_equivalent_speed,a1_equiv_0.9,1960.0000000000005,2.4,0.9,8.163265306122448e-05,0.5,168_a1_equivalent_speed_a1_equiv_0.9_v0.5.txt,False,6.93547,0.000521542,0.2592587349805103,0.0018367385,0.0017913871000000002,0.001043083,0.00047619049999999993,0.001360548,0.34999904450265623,0.007522427024957435,0.27273601437682854,0.7272639856231715,0.43725198982227,82,27060.32810019406,-5464.367613335661,1,
a1_equivalent_speed,a1_equiv_0.9,1960.0000000000005,2.4,0.9,8.163265306122448e-05,1.0,169_a1_equivalent_speed_a1_equiv_0.9_v1.txt,False,16.3795,0.000340136,0.16049345075523813,0.0018367385,0.0018140628,0.0008163269999999999,0.0002947845,0.0015419540000000001,0.1911759365065365,0.01517260308554345,0.19584415115226209,0.8041558488477378,0.3759341752398347,82,97748.28011995072,-15095.920617420139,1,
a1_equivalent_speed,a1_equiv_0.9,1960.0000000000005,2.4,0.9,8.163265306122448e-05,2.0,170_a1_equivalent_speed_a1_equiv_0.9_v2.txt,False,37.9665,0.000249433,0.11249995521092623,0.0018140584999999999,0.0017913827999999998,0.000680272,0.0002040815,0.0016099769999999998,0.12676050651655274,0.030138224561728003,0.17089912477354927,0.8291008752264505,0.3322176386733185,81,351317.025414423,-40066.152149944886,1,
